Employee_ID,Gender,Age,Marital_Status,City,Department,Job_Role,Education,Experience_Years,Employment_Type,Joining_Date,Last_Working_Date,Tenure_Years,Salary,Performance_Rating,Performance_Improvement_Plan,Num_Trainings,Leave_Count,Manager_ID,Attrition
E102436,Female,26,Married,Hyderabad,R&D,Product Analyst,High School,4.8,Full-time,2015-09-16,,10.12,45676,2,No,4,9,E103717,No
E102437,Male,35,Married,Bengaluru,Sales,Sales Executive,Masters,7.9,Contract,2010-02-02,,15.73,48169,4,No,1,9,E103217,No
E102438,Male,32,Single,Ahmedabad,Operations,Operations Executive,Bachelors,11.7,Full-time,2011-07-02,,14.32,53633,5,No,1,7,E104438,No
E102439,Male,39,Single,Mumbai,Customer Support,Support Lead,Masters,18.0,Full-time,2009-06-21,2019-10-28,10.35,61493,1,No,1,7,E102795,Yes
E102440,Male,31,Married,Bengaluru,IT,Junior Developer,Bachelors,8.5,Contract,2014-09-16,2024-04-26,9.61,57515,3,No,1,8,E101987,Yes
E102441,Female,36,Married,Pune,Operations,Operations Executive,High School,16.0,Full-time,2022-07-04,,3.32,66668,2,No,4,5,E104578,No
E102442,Male,28,Married,Kolkata,R&D,Product Analyst,High School,2.2,Full-time,2024-02-17,,1.69,42136,3,No,2,10,E103072,No
E102443,Male,34,Single,Mumbai,Customer Support,Support Agent,Bachelors,7.0,Full-time,2008-05-17,,17.45,39905,5,No,3,7,,No
E102444,Male,36,Divorced,Bengaluru,Finance,Finance Manager,High School,2.3,Full-time,2023-01-31,,2.74,36746,2,No,3,9,E102133,No
E102445,Male,34,Married,Bengaluru,Marketing,Brand Manager,Bachelors,13.2,Full-time,2019-09-15,,6.12,59210,4,No,2,6,E104757,No
E102446,Male,37,Single,Bengaluru,R&D,Research Analyst,High School,11.9,Full-time,2016-05-21,,9.44,63151,2,No,3,7,E101352,No
E102447,Female,45,Married,Bengaluru,Finance,Accountant,Bachelors,11.9,Contract,2013-07-29,,12.25,56555,4,No,1,6,E100557,No
E102448,Female,32,Single,Mumbai,Sales,Sales Executive,Bachelors,5.5,Full-time,2025-01-25,2025-07-18,0.48,39285,2,No,2,4,E103709,Yes
E102449,Female,30,Married,Bengaluru,Sales,Sales Executive,Bachelors,4.9,Full-time,2014-11-30,,10.91,35757,3,No,3,6,E101920,No
E102450,Male,32,Married,Delhi,Sales,Sales Manager,Masters,6.0,Full-time,2025-09-17,,0.11,38292,2,No,2,5,E103042,No
E102451,Female,32,Married,Hyderabad,Operations,Operations Manager,MBA,12.0,Full-time,2020-04-06,,5.56,61575,3,No,3,6,E104404,No
E102452,Male,21,Single,Ahmedabad,IT,Software Engineer,Masters,0.4,Full-time,2023-12-23,,1.85,31746,3,No,1,7,E103535,No
E102453,Male,35,Single,Kolkata,Customer Support,Support Lead,Bachelors,9.3,Full-time,2018-05-25,,7.43,46377,5,No,1,7,E100281,No
E102454,Female,26,Married,Ahmedabad,Customer Support,Support Lead,Bachelors,2.1,Full-time,2022-12-13,2025-08-25,2.7,33672,4,No,3,7,E103278,Yes
E102455,Female,29,Single,Kolkata,IT,Data Analyst,MBA,7.6,Full-time,2020-08-22,,5.18,54218,2,No,2,7,E101555,No
E102456,Male,34,Single,Kolkata,IT,Software Engineer,Bachelors,7.7,Contract,2016-06-15,2023-06-18,7.01,46275,2,No,4,7,E103566,Yes
E102457,Female,26,Single,Chennai,IT,DevOps Engineer,Bachelors,3.2,Contract,2024-06-24,,1.34,30734,2,No,1,7,E101555,No
E102458,Female,32,Single,Bengaluru,R&D,Scientist,Bachelors,5.8,Full-time,2008-04-11,,17.55,42141,4,No,2,6,E103072,No
E102459,Male,31,Married,Hyderabad,Marketing,Digital Marketing Executive,Bachelors,10.9,Full-time,2010-02-22,,15.68,54182,3,No,4,6,E101658,No
E102460,Female,32,Single,Delhi,Operations,Operations Executive,Masters,10.2,Contract,2008-03-21,2009-01-15,0.82,55831,2,Yes,0,7,E102180,Yes
E102461,Male,27,Married,Ahmedabad,Sales,Sales Executive,High School,4.0,Contract,2021-11-01,2022-05-17,0.54,39461,2,Yes,1,5,E103853,Yes
E102462,Female,37,Married,Hyderabad,Marketing,Content Specialist,Bachelors,6.1,Full-time,2012-11-18,,12.94,51875,2,No,2,7,E104845,No
E102463,Male,32,Single,Pune,Marketing,Digital Marketing Executive,Bachelors,10.4,Full-time,2020-03-10,2022-12-27,2.8,52856,2,No,2,8,E102941,Yes
E102464,Female,28,Single,Kolkata,IT,Software Engineer,Bachelors,5.7,Full-time,2022-12-18,,2.86,41885,2,No,0,3,E103566,No
E102465,Female,41,Single,Bengaluru,IT,Senior Developer,Bachelors,16.2,Contract,2015-07-22,,10.27,70123,2,No,2,4,E100757,No
E102466,Female,41,Married,Delhi,Finance,Financial Analyst,Bachelors,20.2,Full-time,2021-11-30,,3.91,56655,3,No,3,5,E103348,No
E102467,Female,31,Married,Mumbai,Customer Support,Support Agent,Bachelors,5.8,Contract,2017-01-08,,8.8,37519,4,No,0,3,E102193,No
E102468,Male,28,Single,Mumbai,IT,Software Engineer,Masters,1.8,Full-time,2010-04-03,,15.57,36798,3,No,4,6,E100502,No
E102469,Female,25,Married,Hyderabad,Customer Support,Support Lead,Bachelors,3.4,Full-time,2013-07-23,,12.27,38356,3,Yes,2,3,E102193,No
E102470,Male,28,Married,Delhi,Marketing,Brand Manager,Masters,6.1,Full-time,2021-11-16,2023-10-23,1.93,36526,1,No,1,6,E101180,Yes
E102471,Male,38,Single,Bengaluru,Customer Support,Support Agent,Bachelors,8.0,Full-time,2015-11-04,,9.98,45228,2,No,1,5,E104701,No
E102472,Male,30,Married,Bengaluru,Sales,Sales Executive,Masters,4.8,Full-time,2015-06-25,,10.34,43885,2,Yes,1,6,E102676,No
E102473,Male,41,Single,Mumbai,HR,Recruiter,Bachelors,12.2,Full-time,2014-08-04,2024-04-21,9.71,53976,2,No,2,6,E101792,Yes
E102474,Female,31,Single,Hyderabad,Marketing,Brand Manager,Bachelors,5.4,Full-time,2024-10-25,2025-09-23,0.91,43481,3,Yes,2,4,E101658,Yes
E102475,Female,34,Married,Mumbai,Customer Support,Support Agent,Bachelors,9.1,Full-time,2015-03-17,,10.62,45772,2,No,4,4,E100518,No
E102476,Male,34,Single,Pune,HR,Recruiter,Bachelors,7.8,Full-time,2022-09-29,,3.08,49930,4,No,2,5,E104013,No
E102477,Female,21,Married,Chennai,IT,DevOps Engineer,High School,0.3,Full-time,2009-08-24,,16.18,36212,5,Yes,2,4,E104092,No
E102478,Male,34,Single,Delhi,Operations,Logistics Coordinator,Bachelors,5.1,Full-time,2013-11-04,,11.98,44061,3,No,1,11,E101684,No
E102479,Female,34,Married,Delhi,Marketing,Content Specialist,Bachelors,9.6,Full-time,2019-01-12,2024-06-30,5.46,55792,4,Yes,1,4,,Yes
E102480,Male,30,Married,Mumbai,Sales,Sales Executive,Bachelors,6.7,Contract,2014-12-28,2016-06-20,1.48,49146,2,No,4,8,E104864,Yes
E102481,Other,38,Single,Bengaluru,Marketing,Digital Marketing Executive,Bachelors,2.9,Contract,2008-07-16,,17.28,38318,3,No,2,7,E103815,No
E102482,Male,34,Single,Mumbai,Finance,Finance Manager,Masters,8.7,Full-time,2020-03-14,,5.62,50182,4,No,1,7,E100793,No
E102483,Female,37,Single,Ahmedabad,Customer Support,Support Lead,Masters,14.6,Full-time,2016-10-14,,9.04,63889,4,Yes,3,2,E100441,No
E102484,Female,30,Single,Kolkata,Operations,Operations Executive,Bachelors,6.2,Contract,2021-06-18,2022-10-14,1.32,47560,4,No,1,2,E104578,Yes
E102485,Male,26,Married,Mumbai,Finance,Finance Manager,Masters,3.1,Full-time,2018-07-04,,7.32,39298,1,No,1,2,E101011,No
E102486,Female,31,Married,Mumbai,Marketing,Brand Manager,Bachelors,5.9,Full-time,2018-12-06,,6.89,39814,2,No,0,11,E102052,No
E102487,Female,28,Single,Mumbai,Sales,Sales Representative,Bachelors,5.3,Full-time,2023-03-29,,2.58,40745,4,Yes,1,5,E104132,No
E102488,Female,32,Married,Hyderabad,HR,Recruiter,High School,5.8,Full-time,2012-06-23,2015-11-24,3.42,44670,3,Yes,2,6,E104893,Yes
E102489,Male,32,Single,Pune,Customer Support,Support Lead,Bachelors,6.2,Full-time,2016-12-15,,8.87,37680,3,No,0,8,E102395,No
E102490,Female,22,Single,Mumbai,Finance,Financial Analyst,Bachelors,1.5,Full-time,2023-05-03,,2.49,38674,2,No,0,5,E100758,No
E102491,Male,38,Single,Mumbai,IT,Data Analyst,Bachelors,13.7,Contract,2016-02-24,,9.68,62100,5,No,1,9,E101990,No
E102492,Male,26,Married,Bengaluru,Marketing,Brand Manager,Masters,3.8,Full-time,2009-10-16,2019-11-28,10.12,41551,3,No,2,5,E100574,Yes
E102493,Male,25,Married,Pune,HR,HR Manager,High School,1.2,Full-time,2017-06-12,,8.38,39076,3,No,0,8,E102718,No
E102494,Other,25,Single,Chennai,R&D,Scientist,Bachelors,3.9,Full-time,2016-06-06,,9.39,35806,4,No,2,9,E102551,No
E102495,Male,27,Married,Delhi,Sales,Sales Manager,High School,3.2,Full-time,2010-11-28,,14.92,43691,3,No,3,11,E100300,No
E102496,Female,23,Single,Kolkata,Operations,Operations Manager,MBA,3.0,Full-time,2009-02-28,,16.66,52740,3,Yes,2,8,E103824,No
E102497,Male,31,Single,Mumbai,Customer Support,Support Agent,Bachelors,7.1,Full-time,2019-11-28,,5.92,39740,2,Yes,2,6,E103664,No
E102498,Female,28,Single,Delhi,HR,Recruiter,Bachelors,0.6,Full-time,2008-12-24,,16.84,31440,5,No,2,6,E104740,No
E102499,Male,29,Single,Bengaluru,HR,HR Executive,Masters,5.9,Full-time,2013-11-18,,11.94,46302,3,Yes,2,6,E102577,No
E102500,Female,27,Single,Pune,Operations,Operations Executive,Masters,7.0,Full-time,2016-03-22,,9.6,45477,4,No,1,6,E103207,No
E102501,Female,21,Single,Mumbai,Finance,Financial Analyst,Masters,0.3,Contract,2017-08-26,,8.17,40054,3,No,2,5,E102672,No
E102502,Female,27,Married,Ahmedabad,Sales,Sales Executive,Bachelors,3.7,Contract,2013-10-12,,12.04,33973,2,No,2,8,E101535,No
E102503,Female,27,Married,Hyderabad,Marketing,Content Specialist,Bachelors,3.3,Full-time,2013-01-18,,12.77,37785,3,No,0,7,E104757,No
E102504,Female,39,Single,Kolkata,HR,HR Executive,Bachelors,12.0,Full-time,2012-09-27,,13.08,55133,3,No,3,8,E103424,No
E102505,Female,34,Single,Bengaluru,Marketing,Brand Manager,Bachelors,11.7,Full-time,2011-05-08,,14.48,50153,3,No,0,4,E101866,No
E102506,Female,27,Single,Kolkata,HR,HR Manager,High School,4.9,Full-time,2017-02-27,,8.67,37876,3,No,1,3,E104293,No
E102507,Female,38,Single,Ahmedabad,HR,HR Manager,Bachelors,10.3,Full-time,2022-05-12,,3.46,50488,2,No,1,6,E100688,No
E102508,Female,24,Married,Pune,IT,Junior Developer,Bachelors,2.0,Full-time,2019-04-21,,6.52,45696,4,Yes,5,3,E102740,No
E102509,Male,35,Single,Delhi,Operations,Operations Executive,MBA,8.9,Full-time,2022-03-28,,3.59,55779,3,No,3,3,E101445,No
E102510,Male,31,Single,Pune,HR,HR Manager,High School,9.5,Full-time,2016-05-17,2017-12-26,1.61,46257,4,No,1,7,E102864,Yes
E102511,Male,31,Single,Hyderabad,IT,Senior Developer,Bachelors,7.1,Full-time,2023-12-01,2025-02-17,1.22,55292,2,No,2,8,E104092,Yes
E102512,Female,27,Married,Pune,Marketing,Content Specialist,Bachelors,5.2,Full-time,2018-06-27,,7.34,41085,4,No,1,4,E102001,No
E102513,Female,34,Married,Delhi,Sales,Sales Manager,Bachelors,5.6,Contract,2022-04-17,,3.53,40021,2,No,2,2,E103830,No
E102514,Female,34,Single,Kolkata,Customer Support,Support Lead,MBA,13.6,Full-time,2016-09-16,,9.11,58591,4,No,2,9,,No
E102515,Male,35,Single,Ahmedabad,HR,Recruiter,Masters,4.7,Full-time,2018-04-26,,7.51,34833,4,No,3,1,E102718,No
E102516,Male,24,Divorced,Chennai,Customer Support,Support Agent,Bachelors,3.2,Full-time,2018-08-19,,7.19,26198,2,No,0,7,E101114,No
E102517,Male,31,Single,Delhi,HR,Recruiter,Masters,9.2,Full-time,2021-07-14,,4.29,51902,4,No,1,7,E100063,No
E102518,Male,38,Married,Bengaluru,Operations,Operations Manager,Bachelors,12.1,Full-time,2018-09-29,2021-04-17,2.55,57411,2,No,1,6,E101123,Yes
E102519,Female,38,Single,Mumbai,IT,Data Analyst,Masters,10.4,Full-time,2010-12-28,,14.83,54991,3,No,2,5,E100326,No
E102520,Female,32,Single,Ahmedabad,Operations,Operations Executive,Masters,7.0,Contract,2022-08-22,,3.18,55421,5,No,4,4,E102933,No
E102521,Male,28,Single,Bengaluru,IT,Senior Developer,Bachelors,3.3,Full-time,2015-08-02,,10.24,40408,2,No,1,8,E103020,No
E102522,Male,34,Single,Delhi,IT,Software Engineer,Masters,13.4,Full-time,2009-06-18,,16.36,62016,2,No,1,7,E102740,No
E102523,Male,31,Single,Hyderabad,Customer Support,Support Agent,Masters,8.5,Full-time,2019-02-04,2020-01-19,0.96,45586,1,No,2,6,E100764,Yes
E102524,Male,40,Married,Pune,IT,DevOps Engineer,Masters,0.0,Full-time,2014-01-10,,11.8,33635,3,No,1,2,E102740,No
E102525,Female,23,Single,Pune,Operations,Operations Executive,High School,2.9,Contract,2021-12-16,,3.87,41578,3,No,7,7,E102180,No
E102526,Female,31,Married,Kolkata,HR,HR Executive,Bachelors,5.2,Full-time,2012-10-14,,13.04,38599,4,No,1,4,E102428,No
E102527,Female,47,Married,Bengaluru,IT,Data Analyst,Bachelors,14.1,Full-time,2018-06-26,,7.34,66594,4,No,3,5,E102740,No
E102528,Male,35,Married,Mumbai,R&D,Research Analyst,High School,6.8,Contract,2014-09-13,,11.12,48211,3,No,3,9,E100611,No
E102529,Female,34,Single,Pune,R&D,Research Analyst,Bachelors,12.6,Full-time,2008-10-10,,17.05,65390,3,No,3,4,E102353,No
E102530,Male,22,Married,Bengaluru,Operations,Logistics Coordinator,Bachelors,0.3,Full-time,2008-11-03,2023-05-14,14.52,23012,3,No,2,5,E100805,Yes
E102531,Male,43,Single,Hyderabad,R&D,Product Analyst,High School,12.9,Contract,2017-09-28,,8.08,60706,3,No,1,3,E101352,No
E102532,Male,38,Single,Pune,R&D,Scientist,Bachelors,11.8,Full-time,2017-08-21,,8.19,61740,3,Yes,1,7,E100245,No
E102533,Female,36,Married,Pune,IT,Software Engineer,Bachelors,9.8,Full-time,2017-01-18,,8.77,57183,5,No,0,9,E102740,No
E102534,Female,31,Single,Pune,Marketing,Brand Manager,Bachelors,1.8,Full-time,2012-09-07,,13.14,32786,3,No,4,3,E103308,No
E102535,Female,22,Married,Ahmedabad,HR,Recruiter,PhD,1.5,Full-time,2023-11-18,,1.94,35575,4,No,0,8,E102577,No
E102536,Female,37,Single,Kolkata,Marketing,Content Specialist,Bachelors,6.2,Contract,2015-01-24,,10.76,43454,3,No,1,7,E103028,No
E102537,Female,29,Single,Chennai,Operations,Operations Executive,Bachelors,7.2,Full-time,2017-10-15,,8.04,45012,3,No,4,3,E102637,No
E102538,Male,32,Married,Hyderabad,Marketing,Digital Marketing Executive,Masters,5.8,Contract,2010-04-06,,15.56,46329,3,No,4,4,E101658,No
E102539,Female,28,Married,Delhi,IT,DevOps Engineer,MBA,4.0,Full-time,2015-05-23,,10.43,45738,2,No,2,11,E104923,No
E102540,Female,30,Single,Delhi,Marketing,Content Specialist,Bachelors,8.4,Full-time,2024-08-16,,1.2,53307,3,No,3,7,E101934,No
E102541,Female,36,Married,Hyderabad,IT,Data Analyst,Masters,9.1,Contract,2022-04-15,,3.54,49384,4,No,3,4,E101857,No
E102542,Male,36,Single,Ahmedabad,IT,Senior Developer,Bachelors,9.5,Full-time,2019-03-29,,6.58,56771,3,No,1,8,E103351,No
E102543,Male,22,Single,Ahmedabad,IT,Data Analyst,Bachelors,1.8,Full-time,2014-07-04,2015-06-05,0.92,35975,2,No,1,9,E100502,Yes
E102544,Male,22,Single,Hyderabad,Customer Support,Support Agent,High School,2.0,Full-time,2014-11-11,,10.96,35223,2,No,3,7,E102972,No
E102545,Female,39,Single,Hyderabad,R&D,Product Analyst,Bachelors,3.9,Contract,2015-04-12,2021-03-21,5.94,44329,3,No,4,7,E104342,Yes
E102546,Female,32,Married,Chennai,Customer Support,Support Lead,Bachelors,5.7,Full-time,2008-01-31,,17.74,36181,3,No,2,3,E103088,No
E102547,Male,30,Single,Mumbai,R&D,Research Analyst,Masters,10.0,Full-time,2009-11-16,2018-08-28,8.78,60115,3,No,2,6,E101565,Yes
E102548,Male,26,Married,Pune,Customer Support,Support Agent,Bachelors,5.9,Full-time,2017-02-10,,8.71,34378,2,No,2,15,E104641,No
E102549,Male,32,Single,Pune,Marketing,Brand Manager,MBA,6.7,Contract,2019-01-26,,6.75,47611,3,No,2,3,E103754,No
E102550,Other,35,Single,Hyderabad,Operations,Operations Executive,Bachelors,9.4,Full-time,2019-09-30,,6.08,51253,4,Yes,2,6,E104888,No
E102551,Male,21,Single,Bengaluru,R&D,Scientist,Masters,0.0,Full-time,2009-08-07,,16.22,27424,2,Yes,5,5,,No
E102552,Male,27,Married,Hyderabad,Customer Support,Support Lead,Bachelors,3.0,Full-time,2025-04-07,2025-10-15,0.52,28948,3,No,0,3,E100645,Yes
E102553,Male,27,Single,Chennai,R&D,Scientist,Masters,3.1,Full-time,2017-07-20,,8.27,33454,5,No,2,5,E102765,No
E102554,Female,21,Married,Mumbai,Sales,Sales Representative,Masters,0.1,Full-time,2013-07-01,,12.33,23946,3,No,0,8,E101413,No
E102555,Male,33,Single,Hyderabad,Customer Support,Support Agent,Bachelors,5.3,Full-time,2022-06-03,,3.4,35347,3,No,1,5,E103248,No
E102556,Male,23,Single,Mumbai,Customer Support,Support Agent,Masters,3.0,Full-time,2013-01-03,,12.82,28589,5,No,0,5,E101900,No
E102557,Female,36,Married,Hyderabad,Sales,Sales Representative,Bachelors,3.2,Full-time,2025-04-10,,0.55,33694,2,Yes,1,6,E103217,No
E102558,Female,23,Single,Ahmedabad,Customer Support,Support Agent,Bachelors,1.4,Full-time,2011-06-06,2024-01-17,12.62,23633,2,No,3,2,E100220,Yes
E102559,Male,36,Single,Mumbai,Marketing,Digital Marketing Executive,Bachelors,8.3,Full-time,2018-05-29,,7.42,49479,3,No,1,2,E103706,No
E102560,Female,28,Divorced,Hyderabad,Finance,Accountant,Bachelors,6.2,Full-time,2008-04-26,,17.51,48529,2,No,0,7,E100006,No
E102561,Female,32,Married,Mumbai,Operations,Operations Manager,MBA,9.0,Full-time,2022-01-31,,3.74,47866,3,No,2,6,E104578,No
E102562,Female,30,Single,Hyderabad,Sales,Sales Executive,Bachelors,7.8,Full-time,2008-12-28,,16.83,40621,3,No,4,7,E102676,No
E102563,Male,29,Single,Bengaluru,Finance,Financial Analyst,Bachelors,3.2,Contract,2008-05-23,,17.43,42417,2,No,1,2,E101345,No
E102564,Female,31,Married,Ahmedabad,R&D,Research Analyst,Bachelors,7.1,Full-time,2019-12-11,,5.88,46189,3,No,2,10,E100170,No
E102565,Male,32,Single,Hyderabad,Customer Support,Support Lead,Bachelors,4.4,Contract,2024-07-19,,1.28,34372,3,No,1,7,E101564,No
E102566,Male,52,Married,Bengaluru,Marketing,Content Specialist,Bachelors,26.4,Full-time,2022-05-21,2025-06-18,3.08,76667,3,No,2,5,E104780,Yes
E102567,Male,26,Single,Chennai,Customer Support,Support Lead,Bachelors,2.0,Full-time,2008-09-12,,17.13,29814,2,No,1,11,E104704,No
E102568,Male,31,Single,Bengaluru,Operations,Logistics Coordinator,Masters,0.6,Full-time,2014-07-24,,11.26,39741,3,No,2,3,E103945,No
E102569,Female,40,Single,Kolkata,Finance,Financial Analyst,Bachelors,10.2,Full-time,2012-10-16,2014-11-23,2.1,60164,2,No,2,2,E101744,Yes
E102570,Female,48,Single,Delhi,Operations,Operations Executive,Bachelors,20.0,Contract,2014-08-12,,11.21,75727,2,No,2,5,E101926,No
E102571,Female,32,Married,Kolkata,IT,Junior Developer,Masters,5.7,Full-time,2008-07-10,,17.3,46898,3,No,0,6,E102740,No
E102572,Male,32,Single,Ahmedabad,Customer Support,Support Agent,Bachelors,6.8,Full-time,2020-12-28,,4.83,31429,2,No,0,6,E104121,No
E102573,Female,28,Single,Mumbai,Sales,Sales Executive,Bachelors,3.0,Full-time,2025-02-09,2025-07-28,0.46,31756,2,No,2,5,E100249,Yes
E102574,Female,35,Single,Ahmedabad,Operations,Operations Manager,Masters,6.6,Full-time,2014-04-17,,11.53,53191,3,No,1,6,E104101,No
E102575,Female,23,Single,Ahmedabad,R&D,Scientist,Masters,1.0,Full-time,2012-07-17,2024-06-23,11.93,35175,2,No,3,6,E103072,Yes
E102576,Male,38,Single,Chennai,HR,Recruiter,Masters,13.6,Full-time,2021-01-29,,4.74,54930,4,Yes,0,6,,No
E102577,Male,26,Single,Pune,HR,HR Manager,High School,2.2,Full-time,2023-12-22,2025-03-25,1.26,41317,4,No,4,2,,Yes
E102578,Female,31,Single,Ahmedabad,IT,Junior Developer,Bachelors,2.9,Full-time,2011-06-28,,14.34,34339,2,No,4,6,E101274,No
E102579,Male,29,Married,Kolkata,Sales,Sales Representative,High School,5.4,Full-time,2022-03-02,,3.66,46153,3,No,1,9,E104132,No
E102580,Female,27,Single,Delhi,Sales,Sales Representative,Masters,5.5,Full-time,2025-09-12,2025-09-30,0.05,45782,2,No,1,10,E101920,Yes
E102581,Female,21,Single,Ahmedabad,HR,Recruiter,Masters,1.0,Full-time,2024-01-16,,1.78,32845,2,No,2,5,E104013,No
E102582,Male,32,Single,Bengaluru,Sales,Sales Executive,Bachelors,3.1,Full-time,2020-05-29,,5.42,41138,3,No,1,2,E100695,No
E102583,Male,27,Married,Kolkata,Finance,Financial Analyst,Masters,3.9,Full-time,2018-03-09,,7.64,39305,4,No,1,7,E100760,No
E102584,Female,33,Single,Ahmedabad,Sales,Sales Executive,High School,6.8,Full-time,2019-08-19,,6.19,50924,3,No,4,6,E104739,No
E102585,Male,32,Single,Ahmedabad,Finance,Financial Analyst,Masters,7.6,Full-time,2025-03-06,,0.65,45829,1,No,2,6,E101622,No
E102586,Male,30,Single,Pune,IT,Data Analyst,Bachelors,9.1,Full-time,2016-01-07,,9.81,54903,3,No,4,10,E101274,No
E102587,Male,23,Single,Chennai,IT,Software Engineer,Bachelors,0.6,Full-time,2014-04-14,,11.54,33410,4,No,3,4,E102398,No
E102588,Male,30,Married,Delhi,Marketing,Digital Marketing Executive,PhD,7.3,Full-time,2014-12-02,,10.9,47395,2,No,0,3,E101658,No
E102589,Female,41,Married,Chennai,R&D,Research Analyst,Masters,1.1,Full-time,2009-02-07,,16.72,34622,4,No,4,7,E104134,No
E102590,Male,27,Married,Kolkata,Finance,Accountant,Bachelors,3.2,Full-time,2021-06-30,2022-01-28,0.58,37747,2,No,2,7,E100793,Yes
E102591,Female,27,Single,Ahmedabad,Sales,Sales Representative,Masters,5.7,Full-time,2011-03-10,,14.64,38868,3,No,3,4,E101051,No
E102592,Female,27,Single,Pune,Finance,Finance Manager,Masters,2.9,Full-time,2017-03-29,2022-09-16,5.47,31596,4,No,1,11,E101519,Yes
E102593,Female,26,Married,Kolkata,Marketing,Digital Marketing Executive,PhD,5.1,Full-time,2014-09-08,,11.14,45103,3,No,1,5,E101042,No
E102594,Male,30,Single,Ahmedabad,Sales,Sales Executive,MBA,4.8,Full-time,2022-11-05,,2.98,40195,4,No,1,5,E103802,No
E102595,Male,40,Married,Bengaluru,Finance,Financial Analyst,MBA,15.6,Full-time,2011-04-21,,14.52,63500,3,No,3,5,E101622,No
E102596,Male,36,Married,Chennai,R&D,Research Analyst,Bachelors,5.0,Full-time,2009-12-27,,15.84,46759,4,No,2,4,E104222,No
E102597,Male,36,Divorced,Bengaluru,Operations,Logistics Coordinator,Masters,5.1,Full-time,2011-12-05,,13.9,48823,3,No,3,4,E102642,No
E102598,Male,30,Married,Pune,Marketing,Digital Marketing Executive,PhD,2.5,Full-time,2013-07-20,,12.27,38676,2,No,5,7,E103706,No
E102599,Male,34,Married,Hyderabad,Customer Support,Support Lead,Bachelors,9.7,Full-time,2023-11-26,,1.92,49308,4,No,3,4,E101039,No
E102600,Male,30,Single,Pune,Marketing,Brand Manager,Bachelors,5.1,Full-time,2022-01-24,,3.76,35523,4,No,4,4,E101679,No
E102601,Female,33,Single,Kolkata,R&D,Scientist,MBA,10.0,Full-time,2008-04-17,2012-01-30,3.79,57868,1,Yes,4,5,E101214,Yes
E102602,Male,38,Married,Delhi,IT,Software Engineer,High School,18.0,Full-time,2010-03-21,,15.61,71587,3,No,1,5,,No
E102603,Female,40,Married,Mumbai,Finance,Accountant,Masters,6.4,Full-time,2020-08-12,,5.21,47039,3,No,3,7,E103587,No
E102604,Male,36,Single,Bengaluru,Finance,Finance Manager,Bachelors,9.3,Full-time,2010-10-24,,15.01,49621,4,No,3,12,E102763,No
E102605,Female,36,Married,Mumbai,Customer Support,Support Lead,PhD,4.8,Contract,2022-03-25,2024-05-05,2.11,33437,2,No,0,4,E102983,Yes
E102606,Female,30,Single,Bengaluru,Sales,Sales Representative,Bachelors,9.7,Full-time,2017-04-27,,8.5,45322,2,No,2,3,E104976,No
E102607,Male,31,Single,Kolkata,Customer Support,Support Lead,Bachelors,5.0,Full-time,2008-01-13,,17.79,43180,2,No,0,2,E101404,No
E102608,Female,32,Single,Mumbai,IT,Senior Developer,MBA,4.9,Full-time,2010-11-14,,14.95,41337,4,No,0,9,E102398,No
E102609,Male,33,Married,Chennai,IT,Data Analyst,Bachelors,8.9,Full-time,2020-06-02,,5.4,56052,2,No,1,1,E103485,No
E102610,Male,27,Married,Ahmedabad,Finance,Accountant,Bachelors,3.4,Full-time,2015-05-06,,10.48,42623,3,No,0,6,E103068,No
E102611,Male,28,Married,Mumbai,IT,Senior Developer,Bachelors,2.2,Full-time,2025-06-04,2025-09-16,0.28,38944,2,No,1,7,E101987,Yes
E102612,Male,27,Single,Hyderabad,HR,HR Manager,Bachelors,7.0,Full-time,2009-03-06,,16.65,44975,4,No,3,9,E104768,No
E102613,Male,29,Single,Chennai,HR,Recruiter,Bachelors,9.0,Full-time,2024-10-30,,0.99,48149,4,No,3,2,E100013,No
E102614,Female,48,Single,Pune,Operations,Logistics Coordinator,Bachelors,21.6,Full-time,2022-05-04,,3.49,76296,2,No,0,8,E104839,No
E102615,Female,25,Single,Delhi,IT,Junior Developer,Bachelors,5.0,Contract,2012-11-07,2025-04-18,12.44,53516,3,Yes,1,4,E102398,Yes
E102616,Female,32,Married,Delhi,Operations,Operations Executive,Masters,12.0,Full-time,2025-07-14,,0.29,59122,2,No,3,4,E104404,No
E102617,Female,27,Single,Ahmedabad,Marketing,Brand Manager,Bachelors,5.2,Full-time,2020-01-08,,5.8,37519,4,No,1,6,E101075,No
E102618,Male,27,Single,Chennai,Finance,Finance Manager,Bachelors,3.1,Full-time,2014-03-10,,11.64,39852,4,No,0,6,E100058,No
E102619,Male,37,Single,Chennai,Customer Support,Support Agent,Bachelors,11.7,Full-time,2013-11-05,,11.98,60212,3,No,0,12,E102983,No
E102620,Male,43,Single,Delhi,R&D,Product Analyst,Bachelors,9.3,Full-time,2014-06-29,2014-10-24,0.32,48074,2,No,3,5,E100611,Yes
E102621,Male,40,Single,Delhi,Operations,Operations Manager,Bachelors,10.9,Full-time,2019-11-07,,5.97,54724,4,Yes,5,5,E101123,No
E102622,Male,23,Married,Ahmedabad,Operations,Logistics Coordinator,High School,2.0,Full-time,2012-08-15,,13.2,38463,2,Yes,0,7,E104093,No
